relation	probability	sentence	left_entity	left_entity_tag	left_entity_span	right_entity	right_entity_tag	right_entity_span
TrAP	0.9900	A trivial / physiologic pericardial effusion one day post pericardiocentesis with no change from the study immediately post pericardiocentesis .	pericardiocentesis	[TREATMENT]	58_76	a trivial / physiologic pericardial effusion	[PROBLEM]	0_44
TeRP	0.9988	Head CT was negative for acute bleed , mass effect , or stroke .	head ct	[TEST]	0_7	acute bleed	[PROBLEM]	25_36
PIP	0.9996	Previous right pneumothorax has resolved except for what is either a small fissural component or a bulla adjacent to the minor fissure .	previous right pneumothorax	[PROBLEM]	0_27	a small fissural component	[PROBLEM]	67_93
TrCP	0.9929	Other things that happened during this admission - we obtained ahead CT for her on the 8th of January because of her clouded thinking and altered mental status , which was probably due to the morphine that she was taking .	the morphine	[TREATMENT]	188_200	altered mental status	[PROBLEM]	138_159
TeRP	0.9988	A bronchoscopy was done and there was blood found in the upper airways but no evidence of blood in alveoli so it was not felt to be DAH .	a bronchoscopy	[TEST]	0_14	blood	[PROBLEM]	38_43
TeCP	0.9837	Random cortisol was 17 and her DFA was positive for influenzae A with a viral culture pending at the time of discharge .	a viral culture	[TEST]	70_85	influenzae a	[PROBLEM]	52_64
TrAP	0.9991	Sputum grew out Klebsiella pneumoniae , and she was treated with Gentamicin and Ancef for 14 days intravenous ( bug being sensitive to these two drugs ) .	ancef	[TREATMENT]	80_85	klebsiella pneumoniae	[PROBLEM]	16_37
TrAP	0.9990	The patient was switched to ampicillin , gentamicin , and clindamycin , according to the culture , Enterococci and Staphylococcus in the wound .	gentamicin	[TREATMENT]	41_51	staphylococcus	[PROBLEM]	115_129
TeRP	0.9989	He had a cardiac catheterization performed which revealed a three vessel coronary artery disease with an occluded RCA , 70%-80% proximal LAD , and a high grade left circumflex lesion after the OM with distal left circumflex occlusion .	a cardiac catheterization	[TEST]	7_32	a three vessel coronary artery disease	[PROBLEM]	58_96
TrAP	0.9991	The patient was maintained on Percocet p.r.n. for pain relief .	percocet	[TREATMENT]	30_38	pain relief	[TREATMENT]	50_61
TeRP	0.9989	His neurological examination at that time was nonfocal and the head was atraumatic without any evidence of a hematoma .	his neurological examination	[TEST]	0_28	a hematoma	[PROBLEM]	107_117
PIP	0.9997	The myocardial infarction was attributed to demand ischemia secondary to acute hematocrit drop exacerbated by tachycardia secondary to blood transfusion reaction .	demand ischemia	[PROBLEM]	44_59	acute hematocrit drop	[PROBLEM]	73_94
TrIP	0.9693	She received a full course of azithromycin for this with resolution of her cough and sputum production .	azithromycin	[TREATMENT]	30_42	sputum production	[PROBLEM]	85_102
TeRP	0.9989	Urine cx from Rehab showed gram negative rods > 100 K enterobacter cloacae .	urine cx	[TEST]	0_8	gram negative rods	[PROBLEM]	27_45
TrAP	0.9982	1. Non-small cell lung cancer s/p XRT and chemotherapy in French Guiana , s/p right pneumonectomy in 2016-09-21 for recurrence .	s/p xrt	[TREATMENT]	30_37	non-small cell lung cancer	[PROBLEM]	3_29
PIP	0.9996	The patient was extubated by postoperative day # 1 but was noted to be relatively hypoxemic with high oxygen requirement .	high oxygen requirement	[PROBLEM]	97_120	relatively hypoxemic	[PROBLEM]	71_91
TrAP	0.9991	Given the fact that the patient had significant apical akinesis , she was started on heparin with a transition to Coumadin for anticoagulation for stroke prevention in the setting of apical akinesis .	anticoagulation	[TREATMENT]	127_142	apical akinesis	[PROBLEM]	183_198
TeRP	0.9987	TTE revealed large pericardial effusion .	tte	[TEST]	0_3	large pericardial effusion	[PROBLEM]	13_39
TeRP	0.9989	CXR ( Youville Hospital 2020-03-09 ): Persistent unchanged L mid and lower lung field airspace disease with moderate L pleural effusion .	cxr	[TEST]	0_3	persistent unchanged l mid and lower lung field airspace disease	[PROBLEM]	38_102
PIP	0.9995	It was felt that his dementing illness and rigidity was most likely due to some type of cortico-basal ganglia degeneration process , but this was not clarified during this admission .	cortico-basal ganglia degeneration process	[PROBLEM]	88_130	rigidity	[PROBLEM]	43_51
TeRP	0.9989	On postop day 9 , bilateral upper extremity Dopplers revealed a right IJ clot .	bilateral upper extremity dopplers	[TEST]	18_52	a right ij clot	[PROBLEM]	62_77
PIP	0.9997	small wedge-shaped visual field defect in right eye , suggesting retinal lesion .	retinal lesion	[PROBLEM]	65_79	small wedge-shaped visual field defect in right eye	[PROBLEM]	0_51
TrAP	0.9989	2. Haldol 1 mg p.o. q. four to six hours p.r.n. agitation .	haldol	[TREATMENT]	3_9	agitation	[PROBLEM]	48_57
TeRP	0.9988	Overall LVEF is difficult to assess due to poor echo windows although the basal LV appeas hyperdynamic without regional contraction abnormality ( suspect significant improvement compared to prior study dated 2017-07-18 ).	the basal lv	[TEST]	70_82	regional contraction abnormality	[PROBLEM]	111_143
PIP	0.9997	The cardiac exam showed point of maximal impulse was not displaced , regular rate and rhythm with normal S1 , S2 , no S3 or S4 , a grade II / VI systolic murmur was heard at the left upper sternal border without radiation , likely representing a flow murmur .	a grade ii / vi systolic murmur	[PROBLEM]	129_160	a flow murmur	[PROBLEM]	244_257
TeRP	0.9988	Examination of her abdomen revealed a flat nontender abdomen without palpable masses .	examination of her abdomen	[TEST]	0_26	a flat nontender abdomen	[PROBLEM]	36_60
TeRP	0.9988	A computerized tomography scan demonstrated a contrast enhancing complex left renal mass .	a computerized tomography scan	[TEST]	0_30	a contrast enhancing complex left renal mass	[PROBLEM]	44_88
PIP	0.9997	Notable for anemia , hypercholesterolemia , narcolepsy for the past 6 years on Dexedrine , impotence with decreased testosterone , status post implant , peptic ulcer disease , status post duodenal resection , cervical stenosis , status post decompression &apos;92 , hernia , status post herniorrhaphy .	decreased testosterone	[PROBLEM]	106_128	impotence	[PROBLEM]	91_100
PIP	0.9997	Including cardiomyopathy , aortic stenosis , status post aortic valve replacement , coronary artery disease status post coronary artery bypass grafting with congestive heart failure and pulmonary edema .	coronary artery disease	[PROBLEM]	84_107	pulmonary edema	[PROBLEM]	186_201
TrIP	0.9707	He was intermittently restless and somewhat confused , and as his respiratory status deteriorated , the family agreed to a low dose Morphine drip which made him much more comfortable .	a low dose morphine drip	[TREATMENT]	121_145	intermittently restless	[PROBLEM]	7_30
TrCP	0.9923	58 YEAR-OLD FEMALE S/P GASTRIC BYPASS 03-01 WITHOUT COMPLICATIONS POST-OPERATIVELY , NOW PRESENTS WITH ABOMENAL AND AND ASCOCIATED NAUSEA SINCE THE NIGHT BEFORE ADMISSION .	gastric bypass	[TREATMENT]	23_37	complications	[PROBLEM]	52_65
PIP	0.9997	diabetes mellitus with diabetic renopathy , renovascular occlusive disease , with thrombosis of the right renal artery , hypertension , probably renal vascular , hypertensive cardiac disease with history of congestive heart failure , chronic renal insufficiency , coronary artery disease .	thrombosis of the right renal artery	[PROBLEM]	82_118	renovascular occlusive disease	[PROBLEM]	44_74
TeRP	0.9988	She was also seen by Cardiology , and she underwent cardiac catheterization , as part of her preop evaluation , which revealed normal resting hemodynamics , and a moderate posterior descending artery , and obtuse marginal stenoses .	cardiac catheterization	[TEST]	52_75	obtuse marginal stenoses	[PROBLEM]	206_230
TeRP	0.9987	Although she had mediastinal recurrence , bone scan , head and liver CT were negative for metastatic disease .	head and liver ct	[TEST]	54_71	metastatic disease	[PROBLEM]	90_108
TeCP	0.9922	She was transferred from an outside hospital for evaluation and treatment of adenocarcinoma involving the transverse colon and gallbladder .	evaluation	[TEST]	49_59	adenocarcinoma	[PROBLEM]	77_91
TeRP	0.9988	Subsequent hand x-rays obtained showed no evidence of fracture but the patient was seen in consultation by the Plastic Surgery Hand Service .	subsequent hand x-rays	[TEST]	0_22	fracture	[PROBLEM]	54_62
PIP	0.9997	Her chest X-ray showed bilateral air space disease , consistent with pneumonia or adult respiratory distress syndrome .	bilateral air space disease	[PROBLEM]	23_50	pneumonia	[PROBLEM]	69_78
TrAP	0.9989	Pregnancy was also complicated by maternal history of depression for which mother received Zoloft .	zoloft	[TREATMENT]	91_97	depression	[PROBLEM]	54_64
TeRP	0.9984	In the CMED CCU he became hypotensive to SBP 80 s.	sbp	[TEST]	41_44	hypotensive	[PROBLEM]	26_37
TrAP	0.9990	Right lower extremity incision with Steri-Strips , open to air , clean and dry .	steri-strips	[TREATMENT]	36_48	right lower extremity incision	[PROBLEM]	0_30
PIP	0.9997	The patient was monitored for symptoms of Flolan therapy including nausea , vomiting , first bite jaw claudication , or hypotension .	symptoms	[PROBLEM]	30_38	nausea	[PROBLEM]	67_73
PIP	0.9997	60 yo M with exertional angina -> positive ETT -> cath with severe 3VD	exertional angina	[PROBLEM]	13_30	positive ett	[PROBLEM]	34_46
TrCP	0.9928	She was advanced to clear liquids again without nausea or vomiting .	clear liquids	[TREATMENT]	20_33	nausea	[PROBLEM]	48_54
TrAP	0.9990	# ESRD : etiology likely 02-08 DM and HTN , pt tolerating HD well , and underwent dialysis without difficulty on 01-24 .	dialysis	[TREATMENT]	82_90	esrd	[PROBLEM]	2_6
TeRP	0.9988	On the date of transfer , temperature 98.5 , heart rate 80 and irregular , blood pressure 140/60 , oxygen saturation 100% in room air .	heart rate	[TEST]	45_55	irregular	[PROBLEM]	63_72
TeRP	0.9989	EKG showed atrial fibrillation , moderate ventricular response , right ventricular hypertrophy , right axis deviation .	ekg	[TEST]	0_3	right ventricular hypertrophy	[PROBLEM]	65_94
TrAP	0.9989	The patient is thus stage IV endometrial and stage III-C ovarian vs metastatic endometrial for line II , cycle I chemotherapy IFEX , MESNA and VP-16 .	cycle i chemotherapy	[TREATMENT]	105_125	metastatic endometrial for line ii	[PROBLEM]	68_102
PIP	0.9997	Chest CT notable for esophageal diverticulum and thickened distal 1/3 of esophagus , suspicious for malignancy .	malignancy	[PROBLEM]	100_110	thickened distal 1/3 of esophagus	[PROBLEM]	49_82
PIP	0.9997	The complications that I have listed include the hyponatremia , pulmonary embolus and also the elevatd blood pressure .	the complications	[PROBLEM]	0_17	the elevatd blood pressure	[PROBLEM]	91_117
TeRP	0.9989	Cardiovascular examination revealed jugular venous distention at 12 cm , no carotid bruits , heart rate was tachycardic and regular , normal S1 and S2 , palpable S4 , no murmur was auscultated .	cardiovascular examination	[TEST]	0_26	palpable s4	[PROBLEM]	153_164
TeRP	0.9984	After repeated work ups , it was felt that these were probably due to remaining infection in the peripancreatic area .	repeated work ups	[TEST]	6_23	remaining infection in the peripancreatic area	[PROBLEM]	70_116
TrAP	0.9990	Tylenol was continued to control fevers and prednisone was continued to control inflammation and prevent precipitation of adrenal insufficiency .	prednisone	[TREATMENT]	44_54	adrenal insufficiency	[PROBLEM]	122_143
TeRP	0.9981	Patient returns from rehabilitation after discharge on November 11 , with new fever up to 102.0 in DSCI clinic , increasing hepatomegaly as assessed by examination in clinic , and increasing creatinine .	examination	[TEST]	152_163	increasing hepatomegaly	[PROBLEM]	113_136
TrAP	0.9991	She had diagnosed brain mets in 2012-03-25 right side cerebella and parietal for which she was treated with chemotherapy , radiation therapy and Decadron .	radiation therapy	[TREATMENT]	123_140	brain mets	[PROBLEM]	18_28
TrAP	0.8050	Patient was a 75 year old right handed male with past medical history of atrial fibrillation on coumadin , coronary artery disease , hyperlipidemia , dementia with sudden onset left sided weakness , dysarthria .	coumadin	[TREATMENT]	96_104	atrial fibrillation	[PROBLEM]	73_92
PIP	0.9997	The patient was admitted on 07/20/99 for a history of left chest wall pain from postthoracotomy syndrome .	postthoracotomy syndrome	[PROBLEM]	80_104	left chest wall pain	[PROBLEM]	54_74
PIP	0.9996	Please call MD or return to Deanna if new symptoms suggestive of stroke or brain hemorrhage including weakness , numbness / tingling , facial droop , visual changes , vertigo , loss of coordination , or worsened problems with walking .	stroke	[PROBLEM]	65_71	numbness	[PROBLEM]	113_121
PIP	0.9997	You were admitted with low blood pressure and fevers likely due to an infection .	an infection	[PROBLEM]	67_79	fevers	[PROBLEM]	46_52
PIP	0.9997	Based upon these findings it was felt that Mr. State most likely has multi-factorial dyspnea owing to both his ventilatory limitation and to a chronic low output state .	multi-factorial dyspnea	[PROBLEM]	69_92	a chronic low output state	[PROBLEM]	141_167
TrAP	0.9991	Started on levo / flagyl / ceftriaxone and lasix for sbp and questionable meningitis .	lasix	[TREATMENT]	43_48	meningitis	[PROBLEM]	74_84
TrWP	0.9453	At the time of discharge , her potassium had been low despite repletion ,	repletion	[TREATMENT]	62_71	low	[PROBLEM]	50_53
PIP	0.9992	Patient is strongly encouraged to followup with her outside primary care provider to followup for the vaginal bleeding given her history of fibroids and question metaplasia of the endometrium .	the vaginal bleeding	[PROBLEM]	98_118	fibroids	[PROBLEM]	140_148
TeCP	0.9894	For this documented septicemia , this patient went for a endocarditis work-up .	a endocarditis work-up	[TEST]	55_77	this documented septicemia	[PROBLEM]	4_30
TrAP	0.9988	Patient continued to be in A-fib. throughout the admission and was restarted on his Coumadin concurrently with heparin .	his coumadin	[TREATMENT]	80_92	a-fib.	[PROBLEM]	27_33
TrAP	0.9975	Her hypertension was difficult to manage initially and required three days of Intensive Care Unit with A-line and Nipride intravenously .	nipride intravenously	[TREATMENT]	114_135	her hypertension	[PROBLEM]	0_16
TeRP	0.9988	The chest X-ray showed borderline cardiomegaly but no acute cardiac or pulmonary disease .	the chest x-ray	[TEST]	0_15	acute cardiac or pulmonary disease	[PROBLEM]	54_88
PIP	0.9996	Electrocardiogram showed atrial fibrillation with rapid ventricular response and atrial flutter .	atrial fibrillation	[PROBLEM]	25_44	atrial flutter	[PROBLEM]	81_95
PIP	0.9997	Her risk factors for coronary artery disease included a positive family history and an elevated cholesterol level .	her risk factors	[PROBLEM]	0_16	a positive family history	[PROBLEM]	54_79
PIP	0.9982	Collagen vascular disease could not be definitively ruled out ; however , given the patient 's lack of connective tissue disorder stigmata it was thought to be less likely , and the patient 's human immunodeficiency virus test was negative .	collagen vascular disease	[PROBLEM]	0_25	connective tissue disorder stigmata	[PROBLEM]	103_138
TrIP	0.4524	She will be discharged on Lasix 20 mg for continued control of her edema .	lasix	[TREATMENT]	26_31	her edema	[PROBLEM]	63_72
TrAP	0.9990	The patient continued to be followed by the Electrophysiology Service , who determined that the patient was demonstrating severe vasal sensitivity with bradycardia necessitating pacemaker placement .	pacemaker placement	[TREATMENT]	178_197	bradycardia	[PROBLEM]	152_163
TeRP	0.9985	5. Central line culture positive for coagulase - negative Staphylococcus aureus , status post a 14 day treatment with vancomycin and removal of the line .	central line culture	[TEST]	3_23	coagulase - negative staphylococcus aureus	[PROBLEM]	37_79
TrAP	0.9992	11. C. difficile colitis treated with Flagyl ( completed 08-10 )	flagyl	[TREATMENT]	38_44	c. difficile colitis	[PROBLEM]	4_24
TeCP	0.9824	In addition her liver transaminases were elevated , we thought about doing further work-up , but that was deferred because the patient wanted to wait on that .	further work-up	[TEST]	75_90	elevated	[PROBLEM]	41_49
TrAP	0.9989	Suture of right temporal head wound , performed on April 14 , 1994 .	suture	[TREATMENT]	0_6	right temporal head wound	[PROBLEM]	10_35
TeRP	0.9989	The patient underwent an echocardiogram which demonstrated a preserved ejection fraction with left ventricular hypertrophy and no significant valvular abnormalities .	an echocardiogram	[TEST]	22_39	significant valvular abnormalities	[PROBLEM]	130_164
PIP	0.9996	Chronic Kidney disease - on hemodialysis type 2 diabetes hypercholestrolemia anemia of chornic disease h/o PE , s/p PEA arrest 11-14	pe	[PROBLEM]	107_109	s/p pea arrest	[PROBLEM]	112_126
TrAP	0.9991	Her home regimen of lantus was resumed for elevated blood glucose .	lantus	[TREATMENT]	20_26	elevated blood glucose	[PROBLEM]	43_65
TeCP	0.9767	However , it could not be completely excised , moreover the tumor metastasized to the liver was discovered on follow up scan in 06/95 .	follow up scan	[TEST]	110_124	the tumor	[PROBLEM]	56_65
PIP	0.9996	An echocardiogram was obtained on 4-26 which showed concentric left ventricular hypertrophy with normal _____ left ventricular function , severe right ventricular dilatation with septal hypokinesis and flattening with a question of right ventricular apical clot raised with mild aortic stenosis , severe tricuspid regurgitation and increased pulmonary artery pressure of approximately 70 millimeters , consistent with fairly severe pulmonary hypertension .	severe right ventricular dilatation	[PROBLEM]	138_173	septal hypokinesis and flattening	[PROBLEM]	179_212
TrWP	0.4980	We would like to discontinue her Isordil to improve upon some orthostatic hypotension , but we are not certain whether her heart will tolerate this .	her isordil	[TREATMENT]	29_40	some orthostatic hypotension	[PROBLEM]	57_85
TeRP	0.9989	His TTE showed EF 45-50% , moderate cLVH , abnormal diastolic function , moderate MR , moderate TR and severe LAE .	his tte	[TEST]	0_7	moderate mr	[PROBLEM]	73_84
TrNAP	0.9281	2) Metastatic RCC : Sutent was held on admission in light of acute infection .	sutent	[TREATMENT]	20_26	acute infection	[PROBLEM]	61_76
TrAP	0.7279	9. History of syncope and first degree A-V heart block with beta blocker therapy .	beta blocker therapy	[TREATMENT]	60_80	first degree a-v heart block	[PROBLEM]	26_54
PIP	0.9996	Also a drug reaction is in the ddx but unlikely as rash started at rehab prior to receiving drugs here .	rash	[PROBLEM]	51_55	a drug reaction	[PROBLEM]	5_20
PIP	0.9997	She states this light-headedness is often associated with shortness of breath and diaphoresis occasionally with nausea .	light-headedness	[PROBLEM]	16_32	shortness of breath	[PROBLEM]	58_77
TrAP	0.9970	3. History of MAT for chronic obstructive pulmonary disease / chronic bronchi ectasis , on home oxygen .	home oxygen	[TREATMENT]	91_102	chronic bronchi ectasis	[PROBLEM]	62_85
TeRP	0.9988	Radiograph revealed bilateral diffuse granular pattern consistent with surfactant deficiency .	radiograph	[TEST]	0_10	bilateral diffuse granular pattern	[PROBLEM]	20_54
TrAP	0.9857	Patient experienced acute renal failure on chronic renal insufficiency , with previous baseline creatinine 1.6 , felt to be due to medication toxicity , requiring Kayexalate and Phoslo to manage electrolytes , but never any need for hemodialysis , with mild improvement of creatinine by discharge , with peak creatinine 3.4 , discharge creatinine 2.6 .	hemodialysis	[TREATMENT]	233_245	chronic renal insufficiency	[PROBLEM]	43_70
TrAP	0.9980	possible drainage of the abscess vs. hysterectomy .	drainage	[TREATMENT]	9_17	the abscess	[PROBLEM]	21_32
PIP	0.9997	On the 14th of January , the patient developed increased shortness of breath and chest x-ray was taken showed a wedge shaped infiltrate in the right upper lobe which was consistent with Hampton &apos;s hump .	a wedge shaped infiltrate in the right upper lobe	[PROBLEM]	110_159	hampton &apos;s hump	[PROBLEM]	186_206
TeRP	0.9989	Abdominal CT scan on 2/21/00 - Study revealed a prominent pancreas with associated mesenteric stranding .	abdominal ct scan	[TEST]	0_17	associated mesenteric stranding	[PROBLEM]	72_103
TrAP	0.9988	He had undergone C-spine surgery for spinal stenosis with a question of myelopathy and radiculopathy in 1992 with residual spastic paresis and monoparesis of the left upper extremity , but was ambulatory until a day prior to admission .	c-spine surgery	[TREATMENT]	17_32	radiculopathy	[PROBLEM]	87_100
TrAP	0.9788	1. Coronary artery disease status post myocardial infarction status post percutaneous transluminal coronary angioplasty , status post coronary artery bypass graft .	coronary artery bypass graft	[TREATMENT]	134_162	coronary artery disease	[PROBLEM]	3_26
TrAP	0.9984	It was noted on 10/8/94 that she had a decreased range of motion in both her knees with flexion to approximately 40 degrees with maximum physical therapy .	physical therapy	[TREATMENT]	137_153	a decreased range of motion	[PROBLEM]	37_64
TeRP	0.9989	An electrocardiogram was checked which revealed no ST changes , and there was no increase in her downward trending creatine phosphokinases .	an electrocardiogram	[TEST]	0_20	st changes	[PROBLEM]	51_61
PIP	0.9997	He recently developed fatigue and dyspnea and workup disclosed a large liver mass which was biopsied and revealed to be poorly differentiated neoplasm most consistent with metastatic rectal discontinued .	a large liver mass	[PROBLEM]	63_81	poorly differentiated neoplasm	[PROBLEM]	120_150
TrIP	0.9561	With the initiation of caffeine therapy the patient has had no more apnea or bradycardic events .	caffeine therapy	[TREATMENT]	23_39	apnea	[PROBLEM]	68_73
TrAP	0.9992	Mother presented on day of delivery with preterm labor , cervical dilation , therefore delivered by repeat cesarean section .	repeat cesarean section	[TREATMENT]	100_123	cervical dilation	[PROBLEM]	57_74
TrAP	0.9991	The orthopaedic service recommended emergent repair of the intratrochanteric fracture secondary to instability .	emergent repair	[TREATMENT]	36_51	instability	[PROBLEM]	99_110
TrIP	0.9718	He demonstrated several asymptomatic electrolyte deficiecies ; these were likely due to inadequate absorption following his surgery and he responded well to repletion .	repletion	[TREATMENT]	157_166	several asymptomatic electrolyte deficiecies	[PROBLEM]	16_60
TrAP	0.9992	Throughout the month of June , she had a rising Potassium phosphate and increasing volume overload with decreasing response to diuretics and she was finally initiated on dialysis with ultrafiltration on July 12 , 1998 .	dialysis	[TREATMENT]	170_178	increasing volume overload	[PROBLEM]	72_98
TrAP	0.9992	Given her hx of ileostomy secondary to crohn 's disease and resultant short gut syndrome , the pt requires nutritional support via TPN .	tpn	[TREATMENT]	131_134	short gut syndrome	[PROBLEM]	70_88
TrAP	0.9990	However , due to the absence of clear benefit at this level , and further deterioration in his left sided strength , this goal was increased and Neo-Synephrine was added to his regimen to achieve mean arterial pressures in the 110-120 range .	neo-synephrine	[TREATMENT]	145_159	further deterioration in his left sided strength	[PROBLEM]	66_114
PIP	0.9997	IMPRESSION : Linear right temporal calvarial fracture extending into the mastoid process with small associated right posterior convexity subdural hematoma and pneumocephalus .	small associated right posterior convexity subdural hematoma	[PROBLEM]	94_154	pneumocephalus	[PROBLEM]	159_173
PIP	0.9996	The patient also complained of intermittent right neck swelling , and recommendations are to consider a CT scan with contrast to evaluate nodes in his neck .	intermittent right neck swelling	[PROBLEM]	31_63	nodes in his neck	[PROBLEM]	138_155
PIP	0.9997	He had a left pupil that was in unequal in size with a keyhole appearance consistent with a coloboma .	unequal in size	[PROBLEM]	32_47	a coloboma	[PROBLEM]	90_100
PIP	0.9997	The hypotension was likely due to volume depletion caused by her diarrhea / loose stools in addition to decreased PO intake secondary to her GERD and thrush .	the hypotension	[PROBLEM]	0_15	decreased po intake	[PROBLEM]	104_123
TrAP	0.9992	As for the patient 's ALL and AML , the patient was started on a new chemotherapy protocol called hyper-CVAD on 2012-03-06 .	a new chemotherapy protocol	[TREATMENT]	63_90	all	[PROBLEM]	22_25
PIP	0.9997	Levo and flagyl for presumed aspiration pneumonia / pneuomonitis .	aspiration pneumonia	[PROBLEM]	29_49	pneuomonitis	[PROBLEM]	52_64
TrAP	0.9993	The exam is remarkable for a mild leftsided face , arm and leg weakness and sensory deficit that should further improve with physical therapy and occupational therapy help .	occupational therapy	[TREATMENT]	146_166	arm and leg weakness	[PROBLEM]	51_71
TrAP	0.9988	SBP &lt; 100 AMBIEN ( ZOLPIDEM TARTRATE ) 5 MG PO QHS PRN insomnia	ambien ( zolpidem tartrate )	[TREATMENT]	13_41	insomnia	[PROBLEM]	58_66
TeCP	0.9882	The patient was continued on antibiotics and we obtained a CT scan to check for an enterocutaneous fistula .	a ct scan	[TEST]	57_66	an enterocutaneous fistula	[PROBLEM]	80_106
PIP	0.9997	The patient is a 61 - year-old Caucasian-speaking woman with a history of hypercholesterolemia and tobacco use who developed waxing and waning left substernal chest pain with radiation to the left shoulder on 2011-11-17 which lasted that entire day .	waxing and waning left substernal chest pain	[PROBLEM]	125_169	radiation to the left shoulder	[PROBLEM]	175_205
TeRP	0.9987	Developed renal failure with Cr peak of 2.9.	cr peak	[TEST]	29_36	renal failure	[PROBLEM]	10_23
PIP	0.9997	An adenosine SESTAMIBI was performed on 10/12/97 , which showed a negative electrocardiogram for ischemia and cardiac perfusion scans , with a moderate-sized , dense , fixed inferior defect indicative of scar .	a moderate-sized , dense , fixed inferior defect	[PROBLEM]	141_189	scar	[PROBLEM]	204_208
TrAP	0.9991	In addition , the patient did have slightly elevated blood sugars over the last couple of days and has required an insulin sliding scale and basal insulin to maintain his blood sugars at a more appropriate level .	an insulin sliding scale	[TREATMENT]	112_136	slightly elevated blood sugars	[PROBLEM]	35_65
TrIP	0.9657	In the Emergency Department he received aspirin , nitroglycerin drip , heparin drip , Dilaudid , and TNK with decreased in his pain but without resolution of symptoms .	nitroglycerin drip	[TREATMENT]	50_68	his pain	[PROBLEM]	123_131
TeRP	0.9988	The report from the frozen section sent in the surgery came back with poorly differentiated adenocarcinoma , possibly serous carcinoma of the ovary .	the frozen section	[TEST]	16_34	poorly differentiated adenocarcinoma	[PROBLEM]	70_106
TeCP	0.9874	The patient was transferred from an outside hospital for a second opinion regarding workup of his pancreatic cancer .	workup	[TEST]	84_90	his pancreatic cancer	[PROBLEM]	94_115
TrAP	0.9991	EBL 3500 ; IVF 4000 ; UO 45 ; RBC 9U ; Plt 12 pack ; 1u Cryo ; 6U FFP .	1u cryo	[TREATMENT]	53_60	ebl	[PROBLEM]	0_3
TeRP	0.9989	A CTA showed diffuse subarachnoid hemorrhage and intraventricular blood but no evidence of an aneurysm .	a cta	[TEST]	0_5	an aneurysm	[PROBLEM]	91_102
TrCP	0.9936	His intra-aortic balloon pump was weaned without problems .	his intra-aortic balloon pump	[TREATMENT]	0_29	problems	[PROBLEM]	49_57
TrAP	0.7916	1. Coronary artery disease status post myocardial infarction status post percutaneous transluminal coronary angioplasty , status post coronary artery bypass graft .	percutaneous transluminal coronary angioplasty	[TREATMENT]	73_119	coronary artery disease	[PROBLEM]	3_26
PIP	0.9997	Patient is a 77 year old female with a past medical history significant for GI bleeding secondary to arteriovenous malformations , who presents with maroon stool and a hematocrit drop .	gi bleeding	[PROBLEM]	76_87	a hematocrit drop	[PROBLEM]	166_183
PIP	0.9997	His abdomen was distended with massive hepatosplenomegaly , which was somewhat tender .	distended	[PROBLEM]	16_25	massive hepatosplenomegaly	[PROBLEM]	31_57
TrAP	0.9977	CXR also showed small pleural effusion and attempt was made to tap it , but pt did not tolerate the procedure and asked that it be deferred .	the procedure	[TREATMENT]	96_109	small pleural effusion	[PROBLEM]	16_38
TrAP	0.9985	The patient was transferred back to the general medicine service where she continued to exhibit signs of chronic obstructive pulmonary disease exacerbation and nebulizers , steroids and antibiotics were continued .	steroids	[TREATMENT]	173_181	chronic obstructive pulmonary disease exacerbation	[PROBLEM]	105_155
TeRP	0.9987	A CT and MRI scan corroborated multiple cerebral infarcts .	a ct	[TEST]	0_4	multiple cerebral infarcts	[PROBLEM]	31_57
TeRP	0.9989	EKG showed atrial fibrillation , left axis deviation , LVH , nonspecific ST-T changes either due to digitalis affect .	ekg	[TEST]	0_3	atrial fibrillation	[PROBLEM]	11_30
TrAP	0.9970	5. Anxiety on clonazepam	clonazepam	[TREATMENT]	14_24	anxiety	[PROBLEM]	3_10
TeRP	0.9989	EKG showed atrial fibrillation , moderate ventricular response , right ventricular hypertrophy , right axis deviation .	ekg	[TEST]	0_3	right axis deviation	[PROBLEM]	97_117
TrAP	0.9916	Of note on 5/9/05 the patient was seen by Urology due to an inability to void and a 16 French Coude catheter was placed .	a 16 french coude catheter	[TREATMENT]	82_108	an inability to void	[PROBLEM]	57_77
PIP	0.9995	He has had persistent pain over the years which has worsened in the past several months including inability to sleep .	inability to sleep	[PROBLEM]	98_116	persistent pain	[PROBLEM]	11_26
TeRP	0.9989	Electrocardiogram showed atrial fibrillation , moderate ventricular response , incomplete right bundle branch block , right axis deviation , right ventricular hypertrophy and possible apical infarction .	electrocardiogram	[TEST]	0_17	right axis deviation	[PROBLEM]	118_138
PIP	0.9997	57 y/o F with multiple medical problems including polyendocrine deficiency comprised of adrenal insufficiency , DM , premature ovarian failure , hypoparathyroidism , addison 's disease and also breast CA and depression with multiple suicide attempts in the past who originally presented s/p tylenol with codeine overdose and hypotension , was intubated and admitted to the FICU .	multiple medical problems	[PROBLEM]	14_39	hypotension	[PROBLEM]	325_336
TrNAP	0.9523	No creams , lotions , powders , or ointments to incisions	powders	[TREATMENT]	22_29	incisions	[PROBLEM]	48_57
TrNAP	0.9464	Of note , given the patient &apos;s do not resuscitate status and the risk for bleeding , the patient &apos;s Coumadin was stopped without incident several weeks before transfer .	the patient &apos;s coumadin	[TREATMENT]	90_118	the risk for bleeding	[PROBLEM]	66_87
